"Order","Family","Genus","species","Scientific name","English name"
"Passeriformes","Tyrannidae","Pseudocolopteryx","acutipennis","Pseudocolopteryx acutipennis","Subtropical Doradito"
"Passeriformes","Tyrannidae","Pseudocolopteryx","dinelliana","Pseudocolopteryx dinelliana","Dinelli's Doradito"
"Passeriformes","Tyrannidae","Pseudocolopteryx","flaviventris","Pseudocolopteryx flaviventris","Warbling Doradito"
"Passeriformes","Tyrannidae","Pseudocolopteryx","citreola","Pseudocolopteryx citreola","Ticking Doradito"
"Passeriformes","Tyrannidae","Serpophaga","cinerea","Serpophaga cinerea","Torrent Tyrannulet"
"Passeriformes","Tyrannidae","Serpophaga","hypoleuca","Serpophaga hypoleuca","River Tyrannulet"
"Passeriformes","Tyrannidae","Serpophaga","nigricans","Serpophaga nigricans","Sooty Tyrannulet"
"Passeriformes","Tyrannidae","Serpophaga","subcristata","Serpophaga subcristata","White-crested Tyrannulet"
"Passeriformes","Tyrannidae","Serpophaga","griseicapilla","Serpophaga griseicapilla","Straneck's Tyrannulet"
"Passeriformes","Tyrannidae","Uromyias","agilis","Uromyias agilis","Agile Tit-Tyrant"
"Passeriformes","Tyrannidae","Uromyias","agraphia","Uromyias agraphia","Unstreaked Tit-Tyrant"
"Passeriformes","Tyrannidae","Muscigralla","brevicauda","Muscigralla brevicauda","Short-tailed Field Tyrant"
"Passeriformes","Tyrannidae","Attila","phoenicurus","Attila phoenicurus","Rufous-tailed Attila"
"Passeriformes","Tyrannidae","Attila","cinnamomeus","Attila cinnamomeus","Cinnamon Attila"
"Passeriformes","Tyrannidae","Attila","torridus","Attila torridus","Ochraceous Attila"
"Passeriformes","Tyrannidae","Attila","citriniventris","Attila citriniventris","Citron-bellied Attila"
"Passeriformes","Tyrannidae","Attila","bolivianus","Attila bolivianus","Dull-capped Attila"
"Passeriformes","Tyrannidae","Attila","rufus","Attila rufus","Gray-hooded Attila"
"Passeriformes","Tyrannidae","Attila","spadiceus","Attila spadiceus","Bright-rumped Attila"
"Passeriformes","Tyrannidae","Legatus","leucophaius","Legatus leucophaius","Piratic Flycatcher"
"Passeriformes","Tyrannidae","Ramphotrigon","megacephalum","Ramphotrigon megacephalum","Large-headed Flatbill"
"Passeriformes","Tyrannidae","Ramphotrigon","ruficauda","Ramphotrigon ruficauda","Rufous-tailed Flatbill"
"Passeriformes","Tyrannidae","Ramphotrigon","fuscicauda","Ramphotrigon fuscicauda","Dusky-tailed Flatbill"
"Passeriformes","Tyrannidae","Pitangus","sulphuratus","Pitangus sulphuratus","Great Kiskadee"
"Passeriformes","Tyrannidae","Philohydor","lictor","Philohydor lictor","Lesser Kiskadee"
"Passeriformes","Tyrannidae","Machetornis","rixosa","Machetornis rixosa","Cattle Tyrant"
"Passeriformes","Tyrannidae","Tyrannopsis","sulphurea","Tyrannopsis sulphurea","Sulphury Flycatcher"
"Passeriformes","Tyrannidae","Megarynchus","pitangua","Megarynchus pitangua","Boat-billed Flycatcher"
"Passeriformes","Tyrannidae","Myiodynastes","hemichrysus","Myiodynastes hemichrysus","Golden-bellied Flycatcher"
"Passeriformes","Tyrannidae","Myiodynastes","chrysocephalus","Myiodynastes chrysocephalus","Golden-crowned Flycatcher"
"Passeriformes","Tyrannidae","Myiodynastes","bairdii","Myiodynastes bairdii","Baird's Flycatcher"
"Passeriformes","Tyrannidae","Myiodynastes","luteiventris","Myiodynastes luteiventris","Sulphur-bellied Flycatcher"
"Passeriformes","Tyrannidae","Myiodynastes","maculatus","Myiodynastes maculatus","Streaked Flycatcher"
"Passeriformes","Tyrannidae","Myiozetetes","cayanensis","Myiozetetes cayanensis","Rusty-margined Flycatcher"
"Passeriformes","Tyrannidae","Myiozetetes","similis","Myiozetetes similis","Social Flycatcher"
"Passeriformes","Tyrannidae","Myiozetetes","granadensis","Myiozetetes granadensis","Gray-capped Flycatcher"
"Passeriformes","Tyrannidae","Myiozetetes","luteiventris","Myiozetetes luteiventris","Dusky-chested Flycatcher"
"Passeriformes","Tyrannidae","Conopias","albovittatus","Conopias albovittatus","White-ringed Flycatcher"
"Passeriformes","Tyrannidae","Conopias","parvus","Conopias parvus","Yellow-throated Flycatcher"
"Passeriformes","Tyrannidae","Conopias","trivirgatus","Conopias trivirgatus","Three-striped Flycatcher"
"Passeriformes","Tyrannidae","Conopias","cinchoneti","Conopias cinchoneti","Lemon-browed Flycatcher"
"Passeriformes","Tyrannidae","Phelpsia","inornata","Phelpsia inornata","White-bearded Flycatcher"
"Passeriformes","Tyrannidae","Empidonomus","varius","Empidonomus varius","Variegated Flycatcher"
"Passeriformes","Tyrannidae","Empidonomus","aurantioatrocristatus","Empidonomus aurantioatrocristatus","Crowned Slaty Flycatcher"
"Passeriformes","Tyrannidae","Tyrannus","niveigularis","Tyrannus niveigularis","Snowy-throated Kingbird"
"Passeriformes","Tyrannidae","Tyrannus","albogularis","Tyrannus albogularis","White-throated Kingbird"
"Passeriformes","Tyrannidae","Tyrannus","melancholicus","Tyrannus melancholicus","Tropical Kingbird"
"Passeriformes","Tyrannidae","Tyrannus","forficatus","Tyrannus forficatus","Scissor-tailed Flycatcher"
"Passeriformes","Tyrannidae","Tyrannus","savana","Tyrannus savana","Fork-tailed Flycatcher"
"Passeriformes","Tyrannidae","Tyrannus","tyrannus","Tyrannus tyrannus","Eastern Kingbird"
"Passeriformes","Tyrannidae","Tyrannus","dominicensis","Tyrannus dominicensis","Gray Kingbird"
"Passeriformes","Tyrannidae","Rhytipterna","holerythra","Rhytipterna holerythra","Rufous Mourner"
"Passeriformes","Tyrannidae","Rhytipterna","simplex","Rhytipterna simplex","Grayish Mourner"
"Passeriformes","Tyrannidae","Rhytipterna","immunda","Rhytipterna immunda","Pale-bellied Mourner"
"Passeriformes","Tyrannidae","Casiornis","rufus","Casiornis rufus","Rufous Casiornis"
"Passeriformes","Tyrannidae","Casiornis","fuscus","Casiornis fuscus","Ash-throated Casiornis"
"Passeriformes","Tyrannidae","Sirystes","albogriseus","Sirystes albogriseus","Choco Sirystes"
"Passeriformes","Tyrannidae","Sirystes","albocinereus","Sirystes albocinereus","White-rumped Sirystes"
"Passeriformes","Tyrannidae","Sirystes","subcanescens","Sirystes subcanescens","Todd's Sirystes"
"Passeriformes","Tyrannidae","Sirystes","sibilator","Sirystes sibilator","Sibilant Sirystes"
"Passeriformes","Tyrannidae","Myiarchus","semirufus","Myiarchus semirufus","Rufous Flycatcher"
"Passeriformes","Tyrannidae","Myiarchus","tuberculifer","Myiarchus tuberculifer","Dusky-capped Flycatcher"
"Passeriformes","Tyrannidae","Myiarchus","swainsoni","Myiarchus swainsoni","Swainson's Flycatcher"
"Passeriformes","Tyrannidae","Myiarchus","venezuelensis","Myiarchus venezuelensis","Venezuelan Flycatcher"
"Passeriformes","Tyrannidae","Myiarchus","panamensis","Myiarchus panamensis","Panama Flycatcher"
"Passeriformes","Tyrannidae","Myiarchus","ferox","Myiarchus ferox","Short-crested Flycatcher"
"Passeriformes","Tyrannidae","Myiarchus","apicalis","Myiarchus apicalis","Apical Flycatcher"
"Passeriformes","Tyrannidae","Myiarchus","phaeocephalus","Myiarchus phaeocephalus","Sooty-crowned Flycatcher"
"Passeriformes","Tyrannidae","Myiarchus","cephalotes","Myiarchus cephalotes","Pale-edged Flycatcher"
"Passeriformes","Tyrannidae","Myiarchus","crinitus","Myiarchus crinitus","Great Crested Flycatcher"
"Passeriformes","Tyrannidae","Myiarchus","tyrannulus","Myiarchus tyrannulus","Brown-crested Flycatcher"
"Passeriformes","Tyrannidae","Myiarchus","magnirostris","Myiarchus magnirostris","Galapagos Flycatcher"
"Passeriformes","Tyrannidae","Colonia","colonus","Colonia colonus","Long-tailed Tyrant"
"Passeriformes","Tyrannidae","Myiophobus","flavicans","Myiophobus flavicans","Flavescent Flycatcher"
"Passeriformes","Tyrannidae","Myiophobus","phoenicomitra","Myiophobus phoenicomitra","Orange-crested Flycatcher"
"Passeriformes","Tyrannidae","Myiophobus","inornatus","Myiophobus inornatus","Unadorned Flycatcher"
"Passeriformes","Tyrannidae","Myiophobus","roraimae","Myiophobus roraimae","Roraiman Flycatcher"
"Passeriformes","Tyrannidae","Myiophobus","cryptoxanthus","Myiophobus cryptoxanthus","Olive-chested Flycatcher"
"Passeriformes","Tyrannidae","Myiophobus","fasciatus","Myiophobus fasciatus","Bran-colored Flycatcher"
"Passeriformes","Tyrannidae","Myiophobus","crypterythrus","Myiophobus crypterythrus","Mouse-gray Flycatcher"
"Passeriformes","Tyrannidae","Myiophobus","rufescens","Myiophobus rufescens","Rufescent Flycatcher"
"Passeriformes","Tyrannidae","Colorhamphus","parvirostris","Colorhamphus parvirostris","Patagonian Tyrant"
"Passeriformes","Tyrannidae","Silvicultrix","frontalis","Silvicultrix frontalis","Crowned Chat-Tyrant"
"Passeriformes","Tyrannidae","Silvicultrix","diadema","Silvicultrix diadema","Yellow-bellied Chat-Tyrant"
"Passeriformes","Tyrannidae","Silvicultrix","jelskii","Silvicultrix jelskii","Jelski's Chat-Tyrant"
"Passeriformes","Tyrannidae","Silvicultrix","pulchella","Silvicultrix pulchella","Golden-browed Chat-Tyrant"
"Passeriformes","Tyrannidae","Ochthoeca","cinnamomeiventris","Ochthoeca cinnamomeiventris","Slaty-backed Chat-Tyrant"
"Passeriformes","Tyrannidae","Ochthoeca","rufipectoralis","Ochthoeca rufipectoralis","Rufous-breasted Chat-Tyrant"
"Passeriformes","Tyrannidae","Ochthoeca","fumicolor","Ochthoeca fumicolor","Brown-backed Chat-Tyrant"
"Passeriformes","Tyrannidae","Ochthoeca","oenanthoides","Ochthoeca oenanthoides","d'Orbigny's Chat-Tyrant"
"Passeriformes","Tyrannidae","Ochthoeca","piurae","Ochthoeca piurae","Piura Chat-Tyrant"
"Passeriformes","Tyrannidae","Ochthoeca","leucophrys","Ochthoeca leucophrys","White-browed Chat-Tyrant"
"Passeriformes","Tyrannidae","Tumbezia","salvini","Tumbezia salvini","Tumbes Tyrant"
"Passeriformes","Tyrannidae","Guyramemua","affine","Guyramemua affine","Chapada Flycatcher"
"Passeriformes","Tyrannidae","Sublegatus","arenarum","Sublegatus arenarum","Northern Scrub-Flycatcher"
"Passeriformes","Tyrannidae","Sublegatus","obscurior","Sublegatus obscurior","Amazonian Scrub-Flycatcher"
"Passeriformes","Tyrannidae","Sublegatus","modestus","Sublegatus modestus","Southern Scrub-Flycatcher"
"Passeriformes","Tyrannidae","Pyrocephalus","rubinus","Pyrocephalus rubinus","Vermilion Flycatcher"
"Passeriformes","Tyrannidae","Pyrocephalus","nanus","Pyrocephalus nanus","Brujo Flycatcher"
"Passeriformes","Tyrannidae","Fluvicola","pica","Fluvicola pica","Pied Water Tyrant"
"Passeriformes","Tyrannidae","Fluvicola","albiventer","Fluvicola albiventer","Black-backed Water Tyrant"
"Passeriformes","Tyrannidae","Fluvicola","nengeta","Fluvicola nengeta","Masked Water Tyrant"
"Passeriformes","Tyrannidae","Arundinicola","leucocephala","Arundinicola leucocephala","White-headed Marsh Tyrant"
"Passeriformes","Tyrannidae","Gubernetes","yetapa","Gubernetes yetapa","Streamer-tailed Tyrant"
"Passeriformes","Tyrannidae","Heteroxolmis","dominicana","Heteroxolmis dominicana","Black-and-white Monjita"
"Passeriformes","Tyrannidae","Alectrurus","tricolor","Alectrurus tricolor","Cock-tailed Tyrant"
"Passeriformes","Tyrannidae","Alectrurus","risora","Alectrurus risora","Strange-tailed Tyrant"
"Passeriformes","Tyrannidae","Lessonia","rufa","Lessonia rufa","Austral Negrito"
"Passeriformes","Tyrannidae","Lessonia","oreas","Lessonia oreas","Andean Negrito"
"Passeriformes","Tyrannidae","Hymenops","perspicillatus","Hymenops perspicillatus","Spectacled Tyrant"
"Passeriformes","Tyrannidae","Knipolegus","orenocensis","Knipolegus orenocensis","Riverside Tyrant"
"Passeriformes","Tyrannidae","Knipolegus","poecilurus","Knipolegus poecilurus","Rufous-tailed Tyrant"
"Passeriformes","Tyrannidae","Knipolegus","poecilocercus","Knipolegus poecilocercus","Amazonian Black-Tyrant"
"Passeriformes","Tyrannidae","Knipolegus","franciscanus","Knipolegus franciscanus","Caatinga Black-Tyrant"
"Passeriformes","Tyrannidae","Knipolegus","lophotes","Knipolegus lophotes","Crested Black-Tyrant"
"Passeriformes","Tyrannidae","Knipolegus","nigerrimus","Knipolegus nigerrimus","Velvety Black-Tyrant"
"Passeriformes","Tyrannidae","Knipolegus","signatus","Knipolegus signatus","Jelski's Black-Tyrant"
"Passeriformes","Tyrannidae","Knipolegus","cabanisi","Knipolegus cabanisi","Plumbeous Black-Tyrant"
"Passeriformes","Tyrannidae","Knipolegus","cyanirostris","Knipolegus cyanirostris","Blue-billed Black-Tyrant"
"Passeriformes","Tyrannidae","Knipolegus","striaticeps","Knipolegus striaticeps","Cinereous Tyrant"
"Passeriformes","Tyrannidae","Knipolegus","aterrimus","Knipolegus aterrimus","White-winged Black-Tyrant"
"Passeriformes","Tyrannidae","Knipolegus","hudsoni","Knipolegus hudsoni","Hudson's Black-Tyrant"
"Passeriformes","Tyrannidae","Satrapa","icterophrys","Satrapa icterophrys","Yellow-browed Tyrant"
"Passeriformes","Tyrannidae","Syrtidicola","fluviatilis","Syrtidicola fluviatilis","Little Ground-Tyrant"
"Passeriformes","Tyrannidae","Muscisaxicola","maculirostris","Muscisaxicola maculirostris","Spot-billed Ground-Tyrant"
"Passeriformes","Tyrannidae","Muscisaxicola","griseus","Muscisaxicola griseus","Taczanowski's Ground-Tyrant"
"Passeriformes","Tyrannidae","Muscisaxicola","juninensis","Muscisaxicola juninensis","Puna Ground-Tyrant"
"Passeriformes","Tyrannidae","Muscisaxicola","cinereus","Muscisaxicola cinereus","Cinereous Ground-Tyrant"
"Passeriformes","Tyrannidae","Muscisaxicola","albifrons","Muscisaxicola albifrons","White-fronted Ground-Tyrant"
"Passeriformes","Tyrannidae","Muscisaxicola","flavinucha","Muscisaxicola flavinucha","Ochre-naped Ground-Tyrant"
"Passeriformes","Tyrannidae","Muscisaxicola","rufivertex","Muscisaxicola rufivertex","Rufous-naped Ground-Tyrant"
"Passeriformes","Tyrannidae","Muscisaxicola","maclovianus","Muscisaxicola maclovianus","Dark-faced Ground-Tyrant"
"Passeriformes","Tyrannidae","Muscisaxicola","albilora","Muscisaxicola albilora","White-browed Ground-Tyrant"
"Passeriformes","Tyrannidae","Muscisaxicola","alpinus","Muscisaxicola alpinus","Plain-capped Ground-Tyrant"
"Passeriformes","Tyrannidae","Muscisaxicola","capistratus","Muscisaxicola capistratus","Cinnamon-bellied Ground-Tyrant"
"Passeriformes","Tyrannidae","Muscisaxicola","frontalis","Muscisaxicola frontalis","Black-fronted Ground-Tyrant"
"Passeriformes","Tyrannidae","Cnemarchus","erythropygius","Cnemarchus erythropygius","Red-rumped Bush-Tyrant"
"Passeriformes","Tyrannidae","Cnemarchus","rufipennis","Cnemarchus rufipennis","Rufous-webbed Bush-Tyrant"
"Passeriformes","Tyrannidae","Pyrope","pyrope","Pyrope pyrope","Fire-eyed Diucon"
"Passeriformes","Tyrannidae","Xolmis","velatus","Xolmis velatus","White-rumped Monjita"
"Passeriformes","Tyrannidae","Xolmis","irupero","Xolmis irupero","White Monjita"
"Passeriformes","Tyrannidae","Nengetus","cinereus","Nengetus cinereus","Gray Monjita"
"Passeriformes","Tyrannidae","Neoxolmis","coronatus","Neoxolmis coronatus","Black-crowned Monjita"
"Passeriformes","Tyrannidae","Neoxolmis","salinarum","Neoxolmis salinarum","Salinas Monjita"
"Passeriformes","Tyrannidae","Neoxolmis","rubetra","Neoxolmis rubetra","Rusty-backed Monjita"
"Passeriformes","Tyrannidae","Neoxolmis","rufiventris","Neoxolmis rufiventris","Chocolate-vented Tyrant"
"Passeriformes","Tyrannidae","Agriornis","montanus","Agriornis montanus","Black-billed Shrike-Tyrant"
"Passeriformes","Tyrannidae","Agriornis","albicauda","Agriornis albicauda","White-tailed Shrike-Tyrant"
"Passeriformes","Tyrannidae","Agriornis","lividus","Agriornis lividus","Great Shrike-Tyrant"
"Passeriformes","Tyrannidae","Agriornis","micropterus","Agriornis micropterus","Gray-bellied Shrike-Tyrant"
"Passeriformes","Tyrannidae","Agriornis","murinus","Agriornis murinus","Lesser Shrike-Tyrant"
"Passeriformes","Tyrannidae","Myiotheretes","striaticollis","Myiotheretes striaticollis","Streak-throated Bush-Tyrant"
"Passeriformes","Tyrannidae","Myiotheretes","pernix","Myiotheretes pernix","Santa Marta Bush-Tyrant"
"Passeriformes","Tyrannidae","Myiotheretes","fumigatus","Myiotheretes fumigatus","Smoky Bush-Tyrant"
"Passeriformes","Tyrannidae","Myiotheretes","fuscorufus","Myiotheretes fuscorufus","Rufous-bellied Bush-Tyrant"
"Passeriformes","Tyrannidae","Ochthornis","littoralis","Ochthornis littoralis","Drab Water Tyrant"
"Passeriformes","Tyrannidae","Cnemotriccus","fuscatus","Cnemotriccus fuscatus","Fuscous Flycatcher"
"Passeriformes","Tyrannidae","Aphanotriccus","audax","Aphanotriccus audax","Black-billed Flycatcher"
"Passeriformes","Tyrannidae","Lathrotriccus","euleri","Lathrotriccus euleri","Euler's Flycatcher"
"Passeriformes","Tyrannidae","Lathrotriccus","griseipectus","Lathrotriccus griseipectus","Gray-breasted Flycatcher"
"Passeriformes","Tyrannidae","Mitrephanes","phaeocercus","Mitrephanes phaeocercus","Tufted Flycatcher"
"Passeriformes","Tyrannidae","Mitrephanes","olivaceus","Mitrephanes olivaceus","Olive Flycatcher"
"Passeriformes","Tyrannidae","Sayornis","nigricans","Sayornis nigricans","Black Phoebe"
"Passeriformes","Tyrannidae","Empidonax","virescens","Empidonax virescens","Acadian Flycatcher"
"Passeriformes","Tyrannidae","Empidonax","traillii","Empidonax traillii","Willow Flycatcher"
"Passeriformes","Tyrannidae","Empidonax","alnorum","Empidonax alnorum","Alder Flycatcher"
"Passeriformes","Tyrannidae","Contopus","cooperi","Contopus cooperi","Olive-sided Flycatcher"
"Passeriformes","Tyrannidae","Contopus","fumigatus","Contopus fumigatus","Smoke-colored Pewee"
"Passeriformes","Tyrannidae","Contopus","sordidulus","Contopus sordidulus","Western Wood-Pewee"
"Passeriformes","Tyrannidae","Contopus","virens","Contopus virens","Eastern Wood-Pewee"
"Passeriformes","Tyrannidae","Contopus","cinereus","Contopus cinereus","Tropical Pewee"
"Passeriformes","Tyrannidae","Contopus","albogularis","Contopus albogularis","White-throated Pewee"
"Passeriformes","Tyrannidae","Contopus","nigrescens","Contopus nigrescens","Blackish Pewee"
"Passeriformes","Tyrannidae","Muscipipra","vetula","Muscipipra vetula","Shear-tailed Gray Tyrant"
"Passeriformes","Tyrannidae","Tachuris","rubrigastra","Tachuris rubrigastra","Many-colored Rush Tyrant"
"Passeriformes","Vireonidae","Cyclarhis","gujanensis","Cyclarhis gujanensis","Rufous-browed Peppershrike"
"Passeriformes","Vireonidae","Cyclarhis","nigrirostris","Cyclarhis nigrirostris","Black-billed Peppershrike"
"Passeriformes","Vireonidae","Hylophilus","amaurocephalus","Hylophilus amaurocephalus","Gray-eyed Greenlet"
"Passeriformes","Vireonidae","Hylophilus","poicilotis","Hylophilus poicilotis","Rufous-crowned Greenlet"
"Passeriformes","Vireonidae","Hylophilus","olivaceus","Hylophilus olivaceus","Olivaceous Greenlet"
"Passeriformes","Vireonidae","Hylophilus","pectoralis","Hylophilus pectoralis","Ashy-headed Greenlet"
"Passeriformes","Vireonidae","Hylophilus","flavipes","Hylophilus flavipes","Scrub Greenlet"
"Passeriformes","Vireonidae","Hylophilus","semicinereus","Hylophilus semicinereus","Gray-chested Greenlet"
"Passeriformes","Vireonidae","Hylophilus","brunneiceps","Hylophilus brunneiceps","Brown-headed Greenlet"
"Passeriformes","Vireonidae","Hylophilus","thoracicus","Hylophilus thoracicus","Lemon-chested Greenlet"
"Passeriformes","Vireonidae","Vireolanius","eximius","Vireolanius eximius","Yellow-browed Shrike-Vireo"
"Passeriformes","Vireonidae","Vireolanius","leucotis","Vireolanius leucotis","Slaty-capped Shrike-Vireo"
"Passeriformes","Vireonidae","Tunchiornis","ochraceiceps","Tunchiornis ochraceiceps","Tawny-crowned Greenlet"
"Passeriformes","Vireonidae","Pachysylvia","decurtata","Pachysylvia decurtata","Lesser Greenlet"
"Passeriformes","Vireonidae","Pachysylvia","hypoxantha","Pachysylvia hypoxantha","Dusky-capped Greenlet"
"Passeriformes","Vireonidae","Pachysylvia","muscicapina","Pachysylvia muscicapina","Buff-cheeked Greenlet"
"Passeriformes","Vireonidae","Pachysylvia","aurantiifrons","Pachysylvia aurantiifrons","Golden-fronted Greenlet"
"Passeriformes","Vireonidae","Pachysylvia","semibrunnea","Pachysylvia semibrunnea","Rufous-naped Greenlet"
"Passeriformes","Vireonidae","Vireo","griseus","Vireo griseus","White-eyed Vireo"
"Passeriformes","Vireonidae","Vireo","flavifrons","Vireo flavifrons","Yellow-throated Vireo"
"Passeriformes","Vireonidae","Vireo","masteri","Vireo masteri","Choco Vireo"
"Passeriformes","Vireonidae","Vireo","sclateri","Vireo sclateri","Tepui Vireo"
"Passeriformes","Vireonidae","Vireo","philadelphicus","Vireo philadelphicus","Philadelphia Vireo"
"Passeriformes","Vireonidae","Vireo","gilvus","Vireo gilvus","Warbling Vireo"
"Passeriformes","Vireonidae","Vireo","leucophrys","Vireo leucophrys","Brown-capped Vireo"
"Passeriformes","Vireonidae","Vireo","olivaceus","Vireo olivaceus","Red-eyed Vireo"
"Passeriformes","Vireonidae","Vireo","chivi","Vireo chivi","Chivi Vireo"
"Passeriformes","Vireonidae","Vireo","gracilirostris","Vireo gracilirostris","Noronha Vireo"
"Passeriformes","Vireonidae","Vireo","flavoviridis","Vireo flavoviridis","Yellow-green Vireo"
"Passeriformes","Vireonidae","Vireo","altiloquus","Vireo altiloquus","Black-whiskered Vireo"
"Passeriformes","Corvidae","Cyanolyca","armillata","Cyanolyca armillata","Black-collared Jay"
"Passeriformes","Corvidae","Cyanolyca","viridicyanus","Cyanolyca viridicyanus","White-collared Jay"
"Passeriformes","Corvidae","Cyanolyca","turcosa","Cyanolyca turcosa","Turquoise Jay"
"Passeriformes","Corvidae","Cyanolyca","pulchra","Cyanolyca pulchra","Beautiful Jay"
"Passeriformes","Corvidae","Cyanocorax","violaceus","Cyanocorax violaceus","Violaceous Jay"
"Passeriformes","Corvidae","Cyanocorax","cyanomelas","Cyanocorax cyanomelas","Purplish Jay"
"Passeriformes","Corvidae","Cyanocorax","caeruleus","Cyanocorax caeruleus","Azure Jay"
"Passeriformes","Corvidae","Cyanocorax","cristatellus","Cyanocorax cristatellus","Curl-crested Jay"
"Passeriformes","Corvidae","Cyanocorax","affinis","Cyanocorax affinis","Black-chested Jay"
"Passeriformes","Corvidae","Cyanocorax","mystacalis","Cyanocorax mystacalis","White-tailed Jay"
"Passeriformes","Corvidae","Cyanocorax","cayanus","Cyanocorax cayanus","Cayenne Jay"
"Passeriformes","Corvidae","Cyanocorax","heilprini","Cyanocorax heilprini","Azure-naped Jay"
"Passeriformes","Corvidae","Cyanocorax","chrysops","Cyanocorax chrysops","Plush-crested Jay"
"Passeriformes","Corvidae","Cyanocorax","cyanopogon","Cyanocorax cyanopogon","White-naped Jay"
"Passeriformes","Corvidae","Cyanocorax","yncas","Cyanocorax yncas","Green Jay"
"Passeriformes","Alaudidae","Eremophila","alpestris","Eremophila alpestris","Horned Lark"
"Passeriformes","Hirundinidae","Pygochelidon","cyanoleuca","Pygochelidon cyanoleuca","Blue-and-white Swallow"
"Passeriformes","Hirundinidae","Pygochelidon","melanoleuca","Pygochelidon melanoleuca","Black-collared Swallow"
"Passeriformes","Hirundinidae","Alopochelidon","fucata","Alopochelidon fucata","Tawny-headed Swallow"
"Passeriformes","Hirundinidae","Orochelidon","murina","Orochelidon murina","Brown-bellied Swallow"
"Passeriformes","Hirundinidae","Orochelidon","flavipes","Orochelidon flavipes","Pale-footed Swallow"
"Passeriformes","Hirundinidae","Orochelidon","andecola","Orochelidon andecola","Andean Swallow"
"Passeriformes","Hirundinidae","Atticora","fasciata","Atticora fasciata","White-banded Swallow"
"Passeriformes","Hirundinidae","Atticora","tibialis","Atticora tibialis","White-thighed Swallow"
"Passeriformes","Hirundinidae","Stelgidopteryx","ruficollis","Stelgidopteryx ruficollis","Southern Rough-winged Swallow"
"Passeriformes","Hirundinidae","Progne","tapera","Progne tapera","Brown-chested Martin"
"Passeriformes","Hirundinidae","Progne","subis","Progne subis","Purple Martin"
"Passeriformes","Hirundinidae","Progne","dominicensis","Progne dominicensis","Caribbean Martin"
"Passeriformes","Hirundinidae","Progne","cryptoleuca","Progne cryptoleuca","Cuban Martin"
"Passeriformes","Hirundinidae","Progne","chalybea","Progne chalybea","Gray-breasted Martin"
"Passeriformes","Hirundinidae","Progne","elegans","Progne elegans","Southern Martin"
"Passeriformes","Hirundinidae","Progne","murphyi","Progne murphyi","Peruvian Martin"
"Passeriformes","Hirundinidae","Progne","modesta","Progne modesta","Galapagos Martin"
"Passeriformes","Hirundinidae","Tachycineta","bicolor","Tachycineta bicolor","Tree Swallow"
"Passeriformes","Hirundinidae","Tachycineta","stolzmanni","Tachycineta stolzmanni","Tumbes Swallow"
"Passeriformes","Hirundinidae","Tachycineta","albiventer","Tachycineta albiventer","White-winged Swallow"
"Passeriformes","Hirundinidae","Tachycineta","leucorrhoa","Tachycineta leucorrhoa","White-rumped Swallow"
"Passeriformes","Hirundinidae","Tachycineta","leucopyga","Tachycineta leucopyga","Chilean Swallow"
"Passeriformes","Hirundinidae","Riparia","riparia","Riparia riparia","Bank Swallow"
"Passeriformes","Hirundinidae","Hirundo","rustica","Hirundo rustica","Barn Swallow"
"Passeriformes","Hirundinidae","Petrochelidon","pyrrhonota","Petrochelidon pyrrhonota","Cliff Swallow"
"Passeriformes","Hirundinidae","Petrochelidon","fulva","Petrochelidon fulva","Cave Swallow"
"Passeriformes","Hirundinidae","Petrochelidon","rufocollaris","Petrochelidon rufocollaris","Chestnut-collared Swallow"
"Passeriformes","Troglodytidae","Microcerculus","marginatus","Microcerculus marginatus","Scaly-breasted Wren"
"Passeriformes","Troglodytidae","Microcerculus","ustulatus","Microcerculus ustulatus","Flutist Wren"
"Passeriformes","Troglodytidae","Microcerculus","bambla","Microcerculus bambla","Wing-banded Wren"
"Passeriformes","Troglodytidae","Odontorchilus","branickii","Odontorchilus branickii","Gray-mantled Wren"
"Passeriformes","Troglodytidae","Odontorchilus","cinereus","Odontorchilus cinereus","Tooth-billed Wren"
"Passeriformes","Troglodytidae","Troglodytes","aedon","Troglodytes aedon","House Wren"
"Passeriformes","Troglodytidae","Troglodytes","cobbi","Troglodytes cobbi","Cobb's Wren"
"Passeriformes","Troglodytidae","Troglodytes","ochraceus","Troglodytes ochraceus","Ochraceous Wren"
"Passeriformes","Troglodytidae","Troglodytes","solstitialis","Troglodytes solstitialis","Mountain Wren"
"Passeriformes","Troglodytidae","Troglodytes","monticola","Troglodytes monticola","Santa Marta Wren"
"Passeriformes","Troglodytidae","Troglodytes","rufulus","Troglodytes rufulus","Tepui Wren"
"Passeriformes","Troglodytidae","Cistothorus","platensis","Cistothorus platensis","Grass Wren"
"Passeriformes","Troglodytidae","Cistothorus","meridae","Cistothorus meridae","Merida Wren"
"Passeriformes","Troglodytidae","Cistothorus","apolinari","Cistothorus apolinari","Apolinar's Wren"
"Passeriformes","Troglodytidae","Campylorhynchus","albobrunneus","Campylorhynchus albobrunneus","White-headed Wren"
"Passeriformes","Troglodytidae","Campylorhynchus","zonatus","Campylorhynchus zonatus","Band-backed Wren"
"Passeriformes","Troglodytidae","Campylorhynchus","nuchalis","Campylorhynchus nuchalis","Stripe-backed Wren"
"Passeriformes","Troglodytidae","Campylorhynchus","fasciatus","Campylorhynchus fasciatus","Fasciated Wren"
